module_order,module_title,lesson_order,lesson_title,step_order,step_title,step_type,checker_type,xp,difficulty,estimated_minutes
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,8,Stop,practice,python_stdout,60,3,18
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,9,Забыто уменьшение,practice,python_stdout,55,2,14
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,10,Сумма до n,project,ide_plugin,140,2,25
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,11,Короткая проверка,summary,,10,1,6
1,"Модуль 1. Python Core, терминал, Git",8,Списки,1,Что это,theory,,20,1,16
1,"Модуль 1. Python Core, терминал, Git",8,Списки,2,Минимальный пример,theory,,20,1,16
1,"Модуль 1. Python Core, терминал, Git",8,Списки,3,Списки,test,quiz_single,25,1,10
1,"Модуль 1. Python Core, терминал, Git",8,Списки,4,Первый элемент,practice,python_stdout,55,2,12
1,"Модуль 1. Python Core, терминал, Git",8,Списки,5,Append,practice,python_stdout,55,2,12
1,"Модуль 1. Python Core, терминал, Git",8,Списки,6,Замена,practice,python_stdout,55,2,12
1,"Модуль 1. Python Core, терминал, Git",8,Списки,7,Слова,practice,python_stdout,55,2,14
1,"Модуль 1. Python Core, терминал, Git",8,Списки,8,Копия,practice,python_stdout,60,3,14
1,"Модуль 1. Python Core, терминал, Git",8,Списки,9,Последний элемент,practice,python_stdout,55,2,12
1,"Модуль 1. Python Core, терминал, Git",8,Списки,10,Список покупок,project,ide_plugin,140,2,25
1,"Модуль 1. Python Core, терминал, Git",8,Списки,11,Короткая проверка,summary,,10,1,6
1,"Модуль 1. Python Core, терминал, Git",9,Функции,1,Что это,theory,,20,1,16
1,"Модуль 1. Python Core, терминал, Git",9,Функции,2,Минимальный пример,theory,,20,1,16
1,"Модуль 1. Python Core, терминал, Git",9,Функции,3,Функции,test,quiz_single,25,1,10
1,"Модуль 1. Python Core, терминал, Git",9,Функции,4,Приветствие,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",9,Функции,5,Площадь,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",9,Функции,6,Чётное,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",9,Функции,7,По умолчанию,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",9,Функции,8,Печать вместо return,practice,python_pytest,80,2,14
1,"Модуль 1. Python Core, терминал, Git",9,Функции,9,Чистая цена,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",9,Функции,10,Калькулятор скидки,project,ide_plugin,140,2,28
1,"Модуль 1. Python Core, терминал, Git",9,Функции,11,Короткая проверка,summary,,10,1,6
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,1,Что это,theory,,20,1,16
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,2,Минимальный пример,theory,,20,1,16
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,3,Кортежи,test,quiz_single,25,1,10
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,4,Точка,practice,python_pytest,80,2,15
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,5,Координата x,practice,python_pytest,80,2,14
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,6,Распаковка,practice,python_pytest,80,2,15
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,7,Сдвиг,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,8,Новый кортеж,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,9,Минимум и максимум,practice,python_pytest,80,2,16
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,10,Координата точки,project,ide_plugin,140,2,30
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,11,Короткая проверка,summary,,10,1,6
1,"Модуль 1. Python Core, терминал, Git",11,Множества,1,Что такое set,theory,,20,2,14
1,"Модуль 1. Python Core, терминал, Git",11,Множества,2,Операции над наборами,theory,,20,2,14
1,"Модуль 1. Python Core, терминал, Git",11,Множества,3,Проверка set,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",11,Множества,4,Уникальные id,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",11,Множества,5,Доступ по роли,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",11,Множества,6,Общие теги,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",11,Множества,7,Граница: нет id,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",11,Множества,8,Права доступа,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",11,Множества,9,Ошибки set,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",11,Множества,10,Отчёт по тегам,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",11,Множества,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",12,Словари,1,Ключ и значение,theory,,20,2,14
1,"Модуль 1. Python Core, терминал, Git",12,Словари,2,Безопасное чтение,theory,,20,2,14
1,"Модуль 1. Python Core, терминал, Git",12,Словари,3,Проверка dict,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",12,Словари,4,Профиль,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",12,Словари,5,Счётчик слов,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",12,Словари,6,Настройки,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",12,Словари,7,Ошибка: KeyError,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",12,Словари,8,Карточка профиля,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",12,Словари,9,KeyError,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",12,Словари,10,Аудит настроек,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",12,Словари,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,4,Строки в числа,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,5,Активные пользователи,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,6,Email в нижний регистр,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,7,Валидные значения,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,8,Сложная lambda,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,9,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,10,Почта рассылки,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",14,datetime,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",14,datetime,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",14,datetime,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",14,datetime,4,Срок токена,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",14,datetime,5,Дедлайн,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",14,datetime,6,Формат даты,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",14,datetime,7,Разница дней,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",14,datetime,8,Строка и дата,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",14,datetime,9,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",14,datetime,10,Календарь задач,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",14,datetime,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,4,next(),practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,5,StopIteration,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,6,Одноразовый проход,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,7,Первые строки,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,8,Повторный проход,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,9,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,10,Постраничное чтение,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,4,yield числа,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,5,Непустые строки,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,6,Пачки,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,7,Бесконечный счётчик,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,8,return вместо yield,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,9,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,10,Ленивая фильтрация логов,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,4,Лог вызова,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,5,Потерянный return,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,6,Проверка прав,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,7,wraps,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,8,args и kwargs,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,9,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,10,Доступ к команде,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,4,with open,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,5,Безопасная запись,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,6,Свой менеджер,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,7,contextmanager,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,8,Закрытие при ошибке,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,9,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,10,Запись отчёта,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,4,int parsing,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,5,Positive,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,6,Своя ошибка,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,7,finally cleanup,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,8,bare except,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,9,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,10,Валидация формы,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,11,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,4,Безопасный prompt,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,5,Убрать секреты,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,6,Просьба о hint,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,7,Проверка ответа,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,8,Mock response,practice,python_pytest,60,2,16
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,9,AI-помощник без секретов,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,10,Разбор ошибок,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,11,Журнал AI-проверки,project,ide_plugin,90,3,28
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,12,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,4,stdout,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,5,stderr,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,6,exit code,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,7,stdin,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,8,Диагностика потоков,project,ide_plugin,90,3,24
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,9,Проверка: Как работает компьютер,project,ide_plugin,90,3,18
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,10,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,4,pwd,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,5,mkdir,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,6,cat,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,7,Ошибка: путь,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,8,Дерево проекта,project,ide_plugin,90,3,24
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,9,Проверка: Терминал: базовые команды,project,ide_plugin,90,3,18
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,10,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,4,env,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,5,pipe,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,6,Ошибка: exit code,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,7,ps marker,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,8,Фильтр логов,project,ide_plugin,90,3,24
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,9,Проверка: Терминал: процессы и bash,project,ide_plugin,90,3,18
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,10,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,4,git init,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,5,Первый commit,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,6,staging area,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,7,Ошибка: забытый файл,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,8,История первых файлов,project,ide_plugin,90,3,24
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,9,Проверка: Git: первые коммиты,project,ide_plugin,90,3,18
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,10,Итог,summary,,15,1,6
1,"Модуль 1. Python Core, терминал, Git",25,Git: индекс и история,1,Что это,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",25,Git: индекс и история,2,Минимальный пример,theory,,20,2,15
1,"Модуль 1. Python Core, терминал, Git",25,Git: индекс и история,3,Понимание,test,quiz_single,25,2,8
1,"Модуль 1. Python Core, терминал, Git",25,Git: индекс и история,4,diff,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",25,Git: индекс и история,5,Граница: staged diff,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",25,Git: индекс и история,6,git log,practice,ide_plugin,70,3,18
1,"Модуль 1. Python Core, терминал, Git",25,Git: индекс и история,7,HEAD,practice,ide_plugin,70,3,18
