module_order,module_title,lesson_order,lesson_title,step_order,step_title,step_type,checker_type,xp,difficulty,estimated_minutes
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",6,Типы и память,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",7,Циклы,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",8,Списки,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",8,Списки,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",8,Списки,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",8,Списки,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",8,Списки,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",8,Списки,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",8,Списки,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",8,Списки,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",8,Списки,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",8,Списки,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",8,Списки,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",9,Функции,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",9,Функции,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",9,Функции,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",9,Функции,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",9,Функции,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",9,Функции,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",9,Функции,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",9,Функции,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",9,Функции,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",9,Функции,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",9,Функции,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",10,Кортежи,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",11,Множества,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",11,Множества,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",11,Множества,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",11,Множества,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",11,Множества,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",11,Множества,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",11,Множества,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",11,Множества,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",11,Множества,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",11,Множества,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",11,Множества,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",12,Словари,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",12,Словари,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",12,Словари,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",12,Словари,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",12,Словари,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",12,Словари,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",12,Словари,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",12,Словари,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",12,Словари,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",12,Словари,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",12,Словари,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",13,map/filter/lambda,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",14,datetime,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",14,datetime,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",14,datetime,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",14,datetime,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",14,datetime,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",14,datetime,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",14,datetime,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",14,datetime,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",14,datetime,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",14,datetime,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",14,datetime,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",15,Итераторы,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",16,Генераторы,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",17,Декораторы,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",18,Контекстные менеджеры,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",19,Исключения,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,1,Смысл,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,2,Минимальный пример,theory,,20,1,18
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,3,Понимание,test,quiz_single,20,1,10
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,4,Простая задача,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,5,Ошибка,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,6,Основная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,7,Прикладная задача,practice,python_pytest,70,2,28
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,8,Крайний случай,practice,python_stdout,70,2,24
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,9,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,10,Работа в IDE,project,ide_plugin,110,3,55
1,"Модуль 1. Python Core, терминал, Git",20,AI для учёбы,11,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,1,Смысл,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,2,Минимальный пример,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,3,Понимание,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,4,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,5,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,6,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,7,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,8,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,9,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,10,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,11,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,12,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,13,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",21,Как работает компьютер,14,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,1,Смысл,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,2,Минимальный пример,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,3,Понимание,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,4,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,5,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,6,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,7,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,8,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,9,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,10,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,11,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,12,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,13,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",22,Терминал: базовые команды,14,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,1,Смысл,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,2,Минимальный пример,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,3,Понимание,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,4,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,5,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,6,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,7,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,8,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,9,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,10,Команда,practice,ide_plugin,90,3,32
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,11,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,12,IDE-задача,project,ide_plugin,120,3,50
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,13,Закрепление,test,quiz_single,25,2,10
1,"Модуль 1. Python Core, терминал, Git",23,Терминал: процессы и bash,14,Итоги,summary,,15,1,10
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,1,Смысл,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,2,Минимальный пример,theory,,25,2,18
1,"Модуль 1. Python Core, терминал, Git",24,Git: первые коммиты,3,Понимание,test,quiz_single,25,2,10
